name,batch,industry,region,one_liner,website,status,team_size
Excellence Learning,W25,Education,,AI tutor starting with maths and science,https://excellence-ai.com/,Active,4
Tweeks.io,W25,"B2B, Recruiting and Talent",,Lovable for Chrome Plugins,https://tweeks.io,Active,2
Flowtel,W25,"B2B, Infrastructure",,The AI Voice agents for hotels,https://flowtel.ai,Active,5
Leaping AI,W25,B2B,,Voice AI agents to automate call centers (digital call center workers),https://www.leapingai.com,Active,8
Vetnio,W25,"B2B, Productivity",,AI Copilot that automates admin work for veterinary professionals,https://vetnio.com/,Active,6
Candor,W25,Government,,We help companies win government funding with AI,https://www.usecandor.ai,Active,2
Bild AI,W25,"Real Estate and Construction, Construction",,AI that understands construction blueprints,https://www.bild.ai,Active,5
Outship,W25,"B2B, Recruiting and Talent",,Hire amazing engineers by seeing how they use AI,https://outship.ai,Active,3
Revise Robotics,W25,"Industrials, Manufacturing and Robotics",,Automating refurbishment of $1T in consumer electronics,https://www.reviserobotics.com/,Active,3
Aviro,X25,B2B,,.,https://www.aviro.ai/,Active,2
Enhanced Radar,W25,"Industrials, Aviation and Space",,AI for air traffic control,https://www.enhancedradar.com/,Active,2
Edexia,W25,Education,,AI Teacher Assistant for Grading Essays,https://www.edexia.com/,Active,4
Quantstruct,W25,B2B,,AI documentation engineer – test & autoimprove stale product docs,https://quantstruct.com,Active,2
Asha Health,F24,Healthcare,,We help medical practices become AI-native,https://asha.health,Active,9
Apolink,F24,"Industrials, Aviation and Space",,24/7 satellite connectivity in low Earth orbit,https://apolink.space,Active,7
HumanLayer,F24,"B2B, Engineering, Product and Design",,Getting AI Coding Agents to solve hard problems in complex codebases,https://humanlayer.dev,Active,3
Loombotic,F24,"Industrials, Manufacturing and Robotics",,Wire Harnesses in as little as 7 days,https://www.loombotic.com,Active,4
Roundabout Technologies,F24,Government,,Software for AI-powered traffic lights,https://roundabout.tech,Active,4
Synth,F24,"B2B, Infrastructure",,Prompt and Context Optimization for Coding Agents,https://www.usesynth.ai,Active,2
Careforce,F24,"Healthcare, Healthcare IT",,"AI Workers for Healthcare Orgs to Find, Call & Schedule More Patients.",https://careforce.ai/,Active,
Canvas,F24,B2B,,Claude Code for GTM Engineering,https://www.canvas.inc/,Active,3
Ember,F24,Healthcare,,AI RCM. A/R Analysis in 3 days or less. Reduce claim denials by 55%.,https://www.embercopilot.ai,Active,10
Relvy AI,F24,"B2B, Engineering, Product and Design",,AI powered debugging notebooks for incident response,https://www.relvy.ai,Active,3
Friday,F24,Consumer,,The AI Assistant for Gmail,https://www.friday.so,Active,5
SRE.ai,F24,"B2B, Infrastructure",,AI DevOps Agents,https://sre.ai,Active,5
Ryvn,F24,"B2B, Infrastructure",,Easy and secure customer cloud deployments,https://ryvn.ai,Active,4
Melder,F24,"B2B, Productivity",,AI formulas and document support for Microsoft Excel,https://melder.io,Active,2
Vaya,F24,"Consumer, Travel, Leisure and Tourism",,Discover your next vacation for less.,https://flyvaya.com,Active,2
x1,F24,Consumer,,World’s Most Powerful AI App Studio,https://www.x1.new,Active,1
Forerunner AI,F24,"Industrials, Aviation and Space",,AI that gets aircraft flying faster,https://tryforerunner.com,Active,2
FutureClinic,F24,Healthcare,,Personal doctors through chat,https://www.futureclinic.com,Active,4
Struct,F24,"B2B, Engineering, Product and Design",,Automate your on-call runbook,https://struct.ai,Active,2
Surge,F24,"B2B, Engineering, Product and Design",,Stripe for telephony,https://surge.app,Active,3
Sunset,F24,"Fintech, Consumer Finance",,Find and move money after a death,https://www.hellosunset.com/,Active,5
ArchiLabs,F24,"Real Estate and Construction, Construction",,AI Copilot for Architects,https://archilabs.ai,Active,2
Revi,F24,"B2B, Sales",,AI-enabled M&A deal origination,https://www.revi.ai/,Active,2
Metreecs,F24,"B2B, Retail",,AI-powered demand forecasting for retail,https://www.metreecs.com,Active,6
Diffusion Studio,F24,"Consumer, Content",,"Professional-grade video editing, in your browser.",https://diffusion.studio/,Active,3
BrowserBook,F24,"B2B, Productivity",,The Browser Automation IDE,https://www.browserbook.com,Active,3
Alex,F24,"B2B, Engineering, Product and Design",,The Cursor for Xcode,https://alexcodes.app,Active,3
Gander,F24,"B2B, Operations",,Automation System for Global Aviation,https://usegander.com,Active,7
Innate,F24,"Consumer, Consumer Electronics",,Personal AI Robots,https://innate.bot,Active,5
Capy,F24,"B2B, Engineering, Product and Design",,The IDE for the parallel age,https://capy.ai,Active,6
Consus,F24,"Industrials, Aviation and Space",,Your single source of truth for government documents,https://www.consus.io,Active,1
CollectWise,F24,Fintech,,Automating consumer debt collection with AI,https://collectwise.com/,Active,8
Origami,F24,"B2B, Sales",,Find your perfect leads with one prompt,https://origami.chat/,Active,10
Fresco,F24,"Real Estate and Construction, Construction",,AI copilot for construction estimators,https://fresco-ai.com/,Active,2
PermitPortal,F24,Real Estate and Construction,,AI Operating System for Pre-construction,https://permitportalapp.com/,Active,2
Gecko Security,F24,"B2B, Security",,The AI Security Engineer to Find and Fix Vulnerabilities,https://gecko.security,Active,2
Autumn,S25,B2B,,Billing infrastructure for AI,https://useautumn.com,Active,2
Curo,F24,"Industrials, Automotive",,Electric fleets park and charge anywhere with Curo,https://www.curocharging.com/,Active,6
Dexter,F24,"B2B, Operations",,AI-powered Procure-to-Pay,https://www.getdexter.co/,Active,3
Moonshine,F24,B2B,,Building software to understanding the world with a camera,https://usemoonshine.com,Active,2
AutoComputer,F24,B2B,,Desktop RPA with AI computer use,https://www.autocomputer.ai/,Active,2
Crustdata,F24,"B2B, Sales",,Real-time B2B data via simple APIs,https://crustdata.com,Active,20
Tiny,F24,B2B,,A new kind of ERP system for factories,https://andtiny.com,Active,3
vly.ai,F24,"B2B, Engineering, Product and Design",,The Lovable & Replit killers,https://vly.ai,Active,3
Pearson Labs,F24,"B2B, Legal",,AI agents to automate corporate transactions,http://www.pearsonlabs.ai,Active,2
Stewdio,F24,Consumer,,All-in-one AI creative platform,https://www.stewdio.ai,Active,2
Platus,F24,"B2B, Legal",,"Instant Legal Infrastructure - Draft, Sign, Notarize & Process",https://www.platus.com,Active,15
Unusual,F24,"B2B, Marketing",,Discover and change how AI models talk about your brand.,https://unusual.ai,Active,2
Charm,F24,"Consumer, Social",,Charm is the universal payments app — send money to anyone.,https://withcharm.app,Active,1
HYBRD,F24,Consumer,,Get faster & stronger,https://www.hybrd.com/,Active,5
Codebuff,F24,"B2B, Engineering, Product and Design",,The CLI tool that writes code for you,https://codebuff.com,Active,2
Karmen,F24,"Real Estate and Construction, Construction",,Your AI scheduling assistant for construction,https://www.karmenai.com,Active,2
Lingo.dev,F24,"B2B, Engineering, Product and Design",,"Open-source, AI-powered i18n toolkit for instant localization.",https://lingo.dev,Active,6
Sphinx,F24,Fintech,,AI Compliance Analysts for Banks & Fintechs,https://sphinxhq.com/,Active,13
Luthor,F24,B2B,,Marketing Approval Platform for Regulated Industries,https://luthor.ai,Active,3
Keye,F24,Fintech,,The Smartest Private Equity Investor,https://www.keye.co,Active,3
RiskCube,F24,"Fintech, Insurance",,AI-native commercial insurance broker,https://riskcube.com,Active,2
CTGT,F24,"B2B, Infrastructure",,CTGT safeguards against reputational risk from GenAI across your org,https://www.ctgt.ai/,Active,7
RevisionDojo,F24,Education,,AI tutors for students.,https://revisiondojo.com,Active,10
ISSEN,F24,Consumer,,AI realtime voice companion for language learning,https://issen.com,Active,1
attimet,F24,Fintech,,we predict stuff,https://attimet.com/,Active,3
Smooth,F24,"B2B, Engineering, Product and Design",,"Fast, simple, reliable AI browser agent",https://smooth.sh,Active,2
Reticular,F24,"Healthcare, Drug Discovery and Delivery",,Interpretable AI for drug discovery,https://reticular.ai,Active,2
Matcha,F24,Healthcare,,The best way to hire clinical talent.,https://www.matcha-health.com,Active,2
Cosmic,F24,B2B,,"Build, monetize, and deploy full-stack websites in minutes",https://www.cosmic.new/,Active,2
Cekura,F24,"B2B, Engineering, Product and Design",,Voice AI and Chat AI agents: Testing and Observability,https://www.cekura.ai/,Active,15
Archil,F24,"B2B, Infrastructure",,The high-performance file system that connects AI to data,https://archil.com,Active,7
Sandra AI,F24,B2B,,Building AI employees for car dealers,https://www.sandra-ai.com,Active,3
Vespper,F24,"B2B, Productivity",,The first AI-native document editor for long-form content,https://vespper.com/?utm_source=ycombinator.com,Active,2
VortexifyAI,F24,"B2B, Supply Chain and Logistics",,Build AI applications and automations for supply chain operations,https://www.vortexify.ai,Active,3
Revyl,F24,"B2B, Infrastructure",,AI-Native Mobile Testing,https://www.revyl.ai,Active,7
supercontrast,F24,"B2B, Engineering, Product and Design",,AI Co-Pilot for Design,https://supercontrast.com/,Active,2
Raycaster,F24,"B2B, Productivity",,AI for life sciences documents,https://raycaster.ai,Active,3
Lightscreen AI,F24,"B2B, Recruiting and Talent",,Voice + video AI interviewer,https://lightscreen.ai,Active,2
Afternoon.co,F24,"B2B, Finance and Accounting",,"Bookkeeping, compliance and tax for founders",https://afternoon.co,Active,4
Rulebase,F24,"B2B, Operations",,AI agents for financial services.,https://rulebase.co,Active,2
HealthSpark,F24,Healthcare,,Empowering Physical Therapists to Go Independent,https://www.joinhealthspark.com,Active,1
OpenFunnel,F24,"B2B, Sales",,We monitor your TAM and surface companies when custom triggers fire.,https://openfunnel.dev,Active,4
Darkgrade,F24,"B2B, Infrastructure",,Let your camera understand the world,https://darkgrade.com,Active,1
Getcho,F24,"B2B, Supply Chain and Logistics",,The reliability platform for last-mile delivery,https://getcho.app/,Active,3
Candle,F24,Consumer,,Candle helps friends and couples grow closer daily in just 5 minutes.,https://www.trycandle.app/,Active,2
Moonset Health,F24,"B2B, Sales",,"AI for Post-Acute Senior Care (Hospice, Home Health, Skilled Nursing…",https://www.moonsethealth.com/,Active,4
Gait,F24,B2B,,Building Dev Infra for AI Software Engineers,https://getgait.com,Active,2
Durate,F24,"Healthcare, Healthcare IT",,Automated physician scheduling,https://www.durate.com/,Active,2
Crouton,F24,"B2B, Operations",,The living map of your organization,https://usecrouton.com,Active,1
Streamable,F24,Consumer,,Enabling IRL streamers to do what they love.,https://streamable.run,Active,4
Symphony,F24,B2B,,Voice AI sims for next-gen employee training,https://getsymphony.co,Active,5
telli,F24,B2B,,AI phone agents that convert,https://telli.com,Active,16
Invo,W25,"Fintech, Credit and Lending",,AI-Powered Collections Platform for Food Distributors,https://www.tryinvo.com/,Active,2
Avora,F24,Healthcare,,Agents for dental operations,https://www.getavora.ai,Active,4
Galini,F24,B2B,,Compliance guardrails-as-a-service for AI applications,https://www.galini.ai/,Active,2
Riveter AI,F24,"B2B, Engineering, Product and Design",,Lovable for web scraping,https://www.riveterhq.com/,Active,2
Zeroframe,F24,B2B,,Pushing the boundaries of AI,https://zeroframe.ai,Active,2
Clarus,F24,"B2B, Engineering, Product and Design",,LP clarity across private markets,https://www.clarus.finance,Active,2
Onlook,W25,"B2B, Engineering, Product and Design",,Cursor for Designers,https://onlook.com/,Active,3
Outerport,S24,"B2B, Engineering, Product and Design",,"Turn diagrams, technical documents, and CAD into structured data",https://outerport.com,Active,4
DreamRP,S24,Consumer,,Tech and platforms for human creators and the entertainment industry,https://www.dreamrp.com/,Active,2
Conductor,S24,"B2B, Engineering, Product and Design",,Run a team of coding agents on your Mac,https://conductor.build,Active,4
Delineate,W25,"B2B, Engineering, Product and Design",,Agents for Accelerated Clinical Trial Design,https://delineate.pro/,Active,20
Syntra,S24,"Healthcare, Healthcare IT",,AI chart review for speciality medical clinics.,https://www.syntra.com,Active,9
Exin Therapeutics,W25,"Healthcare, Therapeutics",,AI drug discovery platform for neurotherapeutics,https://www.exintherapeutics.com/,Active,3
PathPilot,S24,B2B,,AI Agents for Lending Operations,https://www.getpathpilot.com/,Active,3
Bits to Atoms,S24,"Consumer, Job and Career Services",,Match job seekers to roles at deep technology startups.,https://bitstoatoms.com/,Active,3
Midship,S24,"B2B, Finance and Accounting",,AI for SOX testing,https://midship.ai/,Active,3
SimCare,S24,Healthcare,,AI avatars to scale healthcare training.,https://simcare.ai,Active,7
Merlin AI,S24,B2B,,AI powered ERP for Construction,https://www.merlinai.co,Active,28
Freestyle,S24,"B2B, Infrastructure",,We run and deploy code your AI wrote,https://www.freestyle.sh,Active,5
Arva AI,S24,B2B,,"AI Agents to scale AML, KYB and KYC operations",https://www.arva.ai,Active,14
Affil.ai,S24,"B2B, Marketing",,AI Affiliate Network For Financial Companies,https://affil.ai/,Active,4
OrgOrg,S24,"B2B, Productivity",,Organizational productivity suite for companies,https://orgorg.com,Active,2
Patched,S24,"B2B, Productivity",,Agentic workflows for Enterprise IT and Ops teams,https://patched.codes,Active,4
Village Labs,S24,"B2B, Human Resources",,Helping America's businesses become employee owned,https://villagelabs.app/,Active,2
Mica AI,S24,"B2B, Operations",,Replace the humans fixing bad data,https://usemica.com/,Active,3
Formula Insight,S24,B2B,,"Help Institutional Investors manage, track & query their Excel models",https://www.formulainsight.io/,Active,2
Overlap,S24,"Consumer, Content",,Multimodal AI agents for video,https://www.overlap.ai,Active,6
Capitol AI,S24,"B2B, Productivity",,"Model-agnostic AI for enterprises: governed, embedded, decision-grade.",https://www.capitol.ai/,Active,11
Void,S24,"B2B, Engineering, Product and Design",,The open source Cursor alternative,https://useglass.ai,Active,2
Uncommon Therapeutics,W25,"Healthcare, Therapeutics",,"A Disease Focused Biotech, Building Multiple Billion Dollar Drugs",https://uncommontherapeutics.com,Active,2
Anglera,S24,"B2B, Retail",,AI-Powered Product Data Enrichment,https://www.anglera.com/,Active,5
XTraffic,S24,Government,,Technology for cities to automate and manage their traffic lights.,https://XTraffic.com/,Active,3
BrowserOS,S24,Consumer,,The Open Source Agentic Browser,https://BrowserOS.com/,Active,4
Henry,S24,Real Estate and Construction,,Automating Deal Decks for Commercial Real Estate Brokers,http://www.henry.ai,Active,3
Hey Revia,S24,B2B,,Voice AI to automate complex phone calls for healthcare providers,https://heyrevia.ai,Active,4
Ficra,S24,B2B,,"Real time, source of truth for every product screen and user flow",https://ficra.ai/,Active,3
RowBoat Labs,S24,"B2B, Engineering, Product and Design",,Open-source AI-assisted agent builder,https://www.rowboatlabs.com,Active,3
Pipeshift,S24,"B2B, Infrastructure",,Inference for real-time production workloads,https://pipeshift.com,Active,10
Vera Health,S24,"Healthcare, Healthcare Services",,AI-powered clinical decision support for healthcare providers,https://www.vera-health.ai,Active,6
Pharos,S24,"Healthcare, Healthcare IT",,Helping hospitals identify and prevent avoidable harm using AI,https://pharos.health/,Active,5
et al.,S24,Consumer,,Feed of insights extracted from your go-to sources using LLMs.,https://www.et-al.io,Active,2
Keet,S24,B2B,,Authentication for AI Agents,https://trykeet.com,Active,2
Terra,S24,"B2B, Supply Chain and Logistics",,Design and sell products in minutes,https://useterra.com/,Active,6
Dayflow,S24,Consumer,,"Generate a detailed log of everything you've worked on, automatically.",https://www.dayflow.so,Active,2
"Diode Computers, Inc.",S24,"B2B, Engineering, Product and Design",,Automate circuit board design using AI,https://diode.computer,Active,3
SureBright,S24,"B2B, Retail",,Apple Care-like warranty program for every retailer,https://surebright.com/,Active,20
Usul,S24,Government,,AI Platform for Winning Defense & Government Contracts,https://www.usul.com,Active,11
Bucket Robotics,S24,"Industrials, Manufacturing and Robotics",,Defect detection for manufacturing built from CAD and synthetic data.,https://bucket.bot,Active,4
Oway,S24,"B2B, Infrastructure",,AI Infrastructure for America’s Empty Truck Space,https://www.shipoway.com,Active,10
Elayne,S24,Fintech,,"AI copilot for growing, organizing, and transferring family estates",https://www.elayne.com/,Active,6
Blaze,S24,"Fintech, Payments",,Global Venmo for cross border payments,https://blaze.money,Active,5
pap!,S24,Consumer,,"Agents that earn consumers dollars when they shop, travel, and live.",https://joinpap.com/,Active,3
RentFlow,S24,B2B,,The first 'Buy Now Pay Later' solution for Commercial Rent,https://www.therentflow.com,Active,3
TradeFlow,S24,Fintech,,AI-powered settlement for financial securities,https://www.tradeflowai.com/,Active,2
Voker,S24,"B2B, Engineering, Product and Design",,The Agent Analytics Platform,https://voker.ai,Active,6
Rastro,S24,"B2B, Retail",,The fastest way for retailers to launch product catalogs.,https://rastro.ai,Active,3
Quetzal,S24,"B2B, Engineering, Product and Design",,"Simple, LLM-first translation and internationalization for software",https://getquetzal.com/,Active,2
Typa,S24,"B2B, Marketing",,The content engine that wins attention and drives growth.,https://typa.ai,Active,2
Moreta,S24,"Fintech, Payments",,Payments made easy for international travelers.,https://moretapay.com,Active,4
"Sterling Labs, Inc",S24,"Consumer, Content",,Currently in stealth - previously FocusBuddy,https://www.focusbuddy.ai/?ref=yc,Active,2
Orca,S24,Consumer,,Make Minecraft mods and servers in your browser with AI,https://orcaengine.ai,Active,2
Sepal AI,S24,B2B,,Data Development for Advanced AI,https://www.sepalai.com,Active,15
Assembly HOA,S24,"Real Estate and Construction, Housing and Real Estate",,AI-enabled HOA Management Company,https://assemblyhoa.com,Active,9
autarc,S24,B2B,,autarc is the OS for Europe's One-Stop Energy Installers,https://www.autarc.energy/en,Active,30
omnidock,S24,"B2B, Operations",,OS for global e-commerce expansion of brands & manufacturers,https://www.omnidock.com,Active,1
Polymet,S24,"B2B, Engineering, Product and Design",,AI Product Designer,https://polymet.ai,Active,3
Kontigo,S24,"Fintech, Banking and Exchange",,USDC-Smart Neobank for Latinos.,https://kontigo.lat/,Active,10
Weel,S24,"Consumer, Transportation Services",,GPS & dashcam smartphone app,https://weel.live/,Active,4
Entropy,S24,Healthcare,,Autonomous intake and RCM for specialty clinics.,https://www.withentropy.ai/,Active,2
Propaya,S24,"Real Estate and Construction, Housing and Real Estate",,AI commercial lease abstractions and review,https://www.propaya.com,Active,2
Vendra,S24,Industrials,,"Custom Parts, Manufactured in America 🇺🇸",https://vendra-marketplace.io/,Active,5
Argil,S24,Consumer,,The video generation engine for the creator economy,https://www.argil.ai/,Active,8
ZeroPath,S24,"B2B, Security",,Automatically find and fix your software vulnerabilities,https://zeropath.com,Active,4
Leviathan,S24,"Consumer, Home and Personal",,AI Wikipedia,https://www.leviathanencyclopedia.com/,Active,1
Starcloud,S24,"Industrials, Aviation and Space",,Data centers in space,https://www.starcloud.com/,Active,12
Dataleap,S24,B2B,,The world's first vibe working platform,https://dataleap.ai/,Active,4
Handled,S24,"B2B, Retail",,Automating post-order operations for e-commerce brands and 3PLs,https://www.itshandled.ai,Active,2
Thyme,S24,"B2B, Finance and Accounting",,The OS for financial advisors,https://www.meetthyme.com/,Active,2
Ionworks,S24,"Industrials, Energy",,Simulation software used by leading battery and automotive companies,https://ionworks.com/,Active,5
Rescript,S24,"B2B, Legal",,AI Regulatory Analyst for Enterprises,https://rescript.ai/,Active,3
HeroUI,S24,"B2B, Engineering, Product and Design",,The UI framework for AI agents and developers to build beautiful apps.,https://heroui.com,Active,5
Helium,S24,"B2B, Engineering, Product and Design",,Self Improving Software,https://tryhelium.com,Active,7
&AI,S24,"B2B, Legal",,Collaborative workspace for patent litigators,https://www.tryandai.com/,Active,13
Haystack Software,S24,"B2B, Engineering, Product and Design",,Understand any pull request in under a minute,https://haystackeditor.com/,Active,2
Finosu,S24,"Fintech, Credit and Lending",,AI Native Consumer Loan Servicer,https://www.finosu.com,Active,5
Odo,S24,B2B,,Your email assistant because you deserve a better morning,https://useodo.com/,Active,2
Baseline AI,S24,"Healthcare, Healthcare IT",,AI document creation and data management for clinical trials,https://www.baselinetrials.com/,Active,2
RiskAngle,S24,B2B,,AI medical summaries in minutes,https://www.riskangle.com/,Active,2
Sonatoria,S24,B2B,,Helping Startups Grow Organically,https://sonatoria.com,Active,2
Cartage,S24,"B2B, Supply Chain and Logistics",,Autonomous freight coordination,https://cartage.ai,Active,12
YouShift,W25,"B2B, Human Resources",,The OS for hospital workforce management,https://www.you-shift.com/,Active,5
Paasa,S24,"Fintech, Asset Management",,Invest in Global Equities from India,https://paasa.com,Active,9
Refactor,S24,B2B,,"Deploying secure and reliable AI agents across healthcare, retail,…",https://refactor.co,Active,3
Lilac Labs,S24,B2B,,We automate the person taking orders at drive-thrus with a voice AI,https://www.drive-thru.ai/,Active,4
Palmier,S24,"Consumer, Content",,From idea to cinematic videos in seconds,https://www.palmier.io,Active,2
Simple AI,S24,"B2B, Sales",,AI voice that sells,https://www.usesimple.ai,Active,11
Sensei,S24,"Industrials, Manufacturing and Robotics",,Robotic Training Data at Scale,https://senseirobotics.com,Active,2
Guardian RF,S24,"Industrials, Drones",,Drone detection for US defense and national security,https://guardianrf.com/,Active,15
Laminar,S24,"B2B, Engineering, Product and Design",,Understand why your AI agent breaks. Iterate fast to fix it.,https://laminar.sh,Active,6
Cerulion,S24,"B2B, Engineering, Product and Design",,Open source operating system for robots,https://www.cerulion.com,Active,2
Presti AI,S24,"B2B, Retail",,Helping furniture companies create product visuals with AI,https://www.presti.ai/,Active,25
The Forecasting Company,S24,B2B,,Foundation models for time series,https://www.theforecastingcompany.com,Active,7
Praxos,S24,Consumer,,Your personal AI companion,https://mypraxos.com,Active,3
Zettascale,S24,Industrials,,Energy efficient chips for AI,https://zscc.ai,Active,4
SchemeFlow,S24,Real Estate and Construction,,AI Report Generation for Engineering & Environmental Review,https://www.schemeflow.com,Active,5
Brighterway,S24,"Healthcare, Healthcare IT",,Streamlining the medical record review process in workers comp,https://www.brighterway.ai/,Active,14
Mineflow,S24,Industrials,,Mineflow predicts the shape and location of mineral deposits,http://mineflow.ai/,Active,2
Soff,S24,"B2B, Supply Chain and Logistics",,AI Agents for Distributors,https://soff.ai,Active,6
Parley,S24,"B2B, Legal",,"Automating flat-fee legal work, starting with work visas + green cards",https://parley.so,Active,3
Intryc,S24,"B2B, Operations",,Intryc uses AI to automate quality assurance for customer support,https://intryc.com,Active,14
Pinnacle,S24,"B2B, Engineering, Product and Design",,API & SDK for RCS (the next-generation of texting),https://pinnacle.sh/,Active,2
Ember Robotics,S24,"Industrials, Manufacturing and Robotics",,Datadog for robots,https://www.emberrobotics.com,Active,2
Thunder Compute,S24,"B2B, Infrastructure",,The world's cheapest GPU cloud,https://www.thundercompute.com,Active,4
Kura AI,S24,B2B,,New State of the Art for Browser Agents,https://trykura.com,Active,2
Emergent,S24,Consumer,,AI app builder that turns your ideas into monetizable software.,https://emergent.sh,Active,
Zeit AI,S24,"B2B, Analytics",,From data to enterprise insights in just a few words.,https://zeit-ai.com/,Active,6
Piggy Robotics,F25,"Industrials, Manufacturing and Robotics",,Humanoid robots that do your chores for the price of an iPhone!,https://piggyrobotics.com,Active,15
Remade,S24,"Consumer, Content",,AI-native canvas for creative workflows.,https://www.remade.ai/?utm_source=YC&utm_medium=YC&utm_campaign=YC_profile&utm_content=YC_profile,Active,4
Distro,S24,"B2B, Supply Chain and Logistics",,The AI co-pilot for sales reps at industrial wholesale distributors.,https://distro.app,Active,11
Mage Legal,S24,"B2B, Legal",,Automatic AI Legal Diligence,https://magelegal.com,Active,2
David AI,S24,B2B,,Data for audio AI,https://www.withdavid.ai/,Active,10
BeeBettor,S24,"Consumer, Gaming",,Robinhood for sports prediction markets,https://beebettor.com,Active,2
Stempad,S24,"B2B, Productivity",,Notion for science,https://www.stempad.com,Active,1
Pax,S24,"B2B, Supply Chain and Logistics",,AI Broker for Tariff Refunds,https://paxai.com/,Active,6
Conductor Quantum,S24,Industrials,,AI software for scaling quantum computers,https://www.conductorquantum.com,Active,3
Autumn Labs,S24,"Industrials, Manufacturing and Robotics",,Datadog for industrial robots,https://www.autumnlabs.io/,Active,3
Opslane,S24,"B2B, Infrastructure",,Deploy to Kubernetes in minutes,https://opslane.com,Active,1
winfunc,S24,"B2B, Security",,ai-native security engineering for mission critical codebases,https://winfunc.com,Active,2
Biocartesian,S24,"Healthcare, Drug Discovery and Delivery",,Converting biology into digital molecular maps,https://www.biocartesian.com,Active,2
Seals AI,S24,B2B,,AI Employees for Wholesalers & Distributors,https://www.hireseals.ai/,Active,4
deepsilicon,S24,Industrials,,Software and hardware to run neural networks faster and cheaper,https://www.deepsilicon.net/,Active,2
Drillbit,S24,"B2B, Operations",,Automating Office Work for Residential Contractors.,https://www.drillbit.com,Active,10
Sharpe,S24,"B2B, Analytics",,Agents for quantitative research and financial data science.,https://sharpe.sh,Active,3
Dimely,S24,"B2B, Finance and Accounting",,AI-Powered Spreadsheet for Billing Automation,https://dimely.com/,Active,3
Redouble AI,S24,B2B,,Scale human-in-the-loop for AI workflows in regulated industries,https://redouble.ai/,Active,3
Planbase,S24,"Healthcare, Healthcare IT",,AI workforce management for healthcare,https://www.joinplanbase.com/,Active,4
Anara,S24,"B2B, Productivity",,AI for researchers,https://anara.com,Active,5
"Hestus, Inc.",S24,"B2B, Engineering, Product and Design",,An AI-powered CAD software,https://www.hestus.co,Active,3
MagiCode,S24,"B2B, Engineering, Product and Design",,A Reliable AI Frontend Engineer,https://www.magicode.ai/,Active,3
FINNY AI,S24,"Fintech, Asset Management",,The OS for independent financial advisors,https://www.finnyai.com/,Active,4
Vibe,S24,"B2B, Engineering, Product and Design",,Making everyone a software engineer,https://vibe.codes,Active,2
1849 bio,S24,Industrials,,Engineering microbes for miners to unlock billions in trapped metal,https://www.1849.bio,Active,3
ReactWise,S24,"B2B, Engineering, Product and Design",,AI Co-Pilot for Chemical Process Optimization,https://www.reactwise.com/,Active,2
Zoa Research,S24,B2B,,Powerful quantitative forecasting models,https://zoaresearch.com,Active,5
Saturn,S24,Fintech,,Compliance and back office workflows for Wealth Managers.,https://www.SaturnOS.com,Active,18
Clearly AI,S24,"B2B, Security",,Automate security and privacy reviews,https://clearly-ai.com,Active,12
expand.ai,S24,B2B,,Turn any website into an API.,https://expand.ai/,Active,2
Overstand Labs,W25,"B2B, Analytics",,We help companies find and leverage the needles in their data haystack,https://overstandlabs.com,Active,4
Promi,S24,"B2B, Retail",,"Optimizing ecommerce pricing with dynamic, personalized discounts",https://www.usepromi.com/,Active,2
Ontra Mobility,S24,Government,,Platform for cities to optimize transit,https://www.ontramobility.com,Active,2
Aluna,S24,"B2B, Engineering, Product and Design",,Data for biomedical AI,https://alunadata.com,Active,3
Panora,S24,B2B,,Turning messy inboxes into ERP-Ready Data,https://getpanora.com,Active,1
Manaflow,S24,B2B,,Building the open-source terminal for coding agents,https://www.cmux.dev,Active,2
Conveo,S24,B2B,,Confident decisions in days with AI-led interviews.,https://conveo.ai/,Active,24
CreativeMode,S24,"Consumer, Gaming",,Lovable for Minecraft mods,https://creativemode.net,Active,5
Kastle,S24,B2B,,AI agents for mortgage servicing,https://kastle.ai/,Active,6
Kopra Bio,S24,"Healthcare, Therapeutics",,Genetically engineered viruses that teach your immune system to kill…,https://kopra.bio,Active,2
Anthrogen,S24,Healthcare,,We're training the next generation of protein foundation models.,https://anthrogen.com,Active,6
Benchify,S24,B2B,,Executable healthcare contracts,https://www.benchify.com,Active,4
Fazeshift,S24,"B2B, Finance and Accounting",,AI agent for Accounts Receivable,https://www.fazeshift.com/,Active,8
TaxGPT,S24,"B2B, Finance and Accounting",,AI tax assistant for professionals and businesses,https://www.taxgpt.com,Active,28
Substrate,S24,B2B,,Artificial Intelligence for your medical billing team,https://www.substrate.cc/,Active,2
The Synthesis Company,S24,"B2B, Engineering, Product and Design",,100x faster scientific evidence synthesis,https://thesynthesis.company,Active,3
Mito Health,S24,"Healthcare, Consumer Health and Wellness",,Bloodwork and personalized insights to help you live longer,https://mitohealth.com/,Active,8
Lighthouz AI,S24,B2B,,"Freight bill audits, AP, AR automation for freight brokers with…",https://lighthouz.ai/,Active,8
Modus,S24,B2B,,Unlock revenue per employee with AI-powered headcount management,https://himodus.com,Active,3
d_model,S24,"B2B, Engineering, Product and Design",,Look inside the model,https://www.dmodel.ai,Active,10
LedgerUp,S24,"B2B, Finance and Accounting",,AI agents that handles complex billing and revenue,https://ledgerup.ai/,Active,5
Plume,S24,"Industrials, Climate",,Renewable infrastructure deployment at scale.,http://www.plumefinder.com,Active,4
